bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
988,772,990,867,387,857,303,353,109,387,572,20,801,122,385,895,998,894,748,866,780,450,575,629,918,792,422,400,325,484,449,995,460
914,422,538,310,383,753,268,817,92,368,534,152,130,522,645,246,904,351,914,590,35,707,504,9,777,826,978,236,78,672,192,561,409
998,509,265,712,555,623,603,545,708,972,362,660,749,942,194,955,681,419,48,491,883,859,365,264,789,559,477,637,185,132,681,79,256
299,700,699,459,526,635,869,144,815,428,99,855,253,696,153,587,312,599,291,979,22,210,714,931,128,20,827,319,564,961,337,163,311
719,386,951,41,239,147,401,832,107,786,559,865,183,394,506,674,876,803,445,29,852,784,171,641,587,499,54,952,446,474,993,91,40
263,136,120,688,29,252,642,509,957,640,840,533,209,341,7,754,428,908,220,480,729,739,21,506,488,296,888,513,444,743,79,245,884
189,201,675,736,357,240,400,652,998,484,99,4,418,845,842,302,908,86,939,530,889,169,785,298,51,107,482,756,102,247,465,284,777
500,562,12,796,888,613,500,841,548,199,696,809,211,513,230,73,472,960,88,657,168,207,776,977,210,716,719,469,839,576,880,209,653
113,443,273,640,489,351,814,651,58,323,142,789,879,579,78,36,520,182,911,629,289,879,78,126,921,74,208,29,929,429,723,514,855
925,796,360,737,976,622,901,379,66,400,302,412,995,500,257,939,593,482,656,582,714,810,698,601,165,831,700,578,5,961,557,265,618
987,871,732,663,722,720,435,172,501,278,512,377,494,662,503,138,97,137,45,986,643,494,517,544,568,727,394,537,361,613,267,794,546
495,526,988,457,311,796,130,921,835,380,244,677,781,132,493,857,415,253,258,692,5,959,749,58,76,321,293,394,98,684,850,166,983
907,493,403,748,457,415,837,9,546,395,910,987,438,486,907,551,190,681,794,287,282,577,10,516,175,732,333,273,185,55,258,215,418
217,293,900,510,158,801,331,862,905,605,919,186,420,920,607,635,922,296,213,66,899,464,574,152,786,673,750,366,247,923,1000,461,250
510,134,839,155,631,23,761,904,450,415,379,975,913,306,622,552,928,237,184,639,91,509,920,446,73,978,576,582,825,3,467,764,353
160,335,309,736,834,797,409,557,200,992,942,739,392,592,522,739,324,369,529,19,372,273,417,716,661,916,33,771,415,97,83,617,164
479,149,256,28,953,733,473,733,920,34,442,665,74,946,685,953,219,724,903,658,347,439,554,328,616,76,21,841,652,240,128,745,157
180,837,712,865,550,782,213,690,366,890,109,719,833,658,393,190,864,638,173,807,207,208,409,45,527,362,651,663,399,136,703,381,639
853,128,750,427,473,179,997,760,886,106,237,38,192,278,33,109,937,585,802,502,598,913,557,711,932,642,168,633,300,229,185,728,118
395,74,806,69,638,813,931,489,249,578,45,207,694,367,762,485,19,808,404,515,335,523,58,511,852,277,998,963,83,76,276,72,74
157,286,602,451,77,609,151,101,296,268,711,626,826,261,532,261,262,740,107,284,767,195,233,136,345,299,996,692,171,684,13,568,582
631,485,906,154,710,356,499,548,46,398,231,690,975,386,609,409,651,721,288,44,931,325,317,755,685,879,331,783,141,511,448,476,163
817,143,155,395,793,148,60,112,719,724,623,138,926,731,666,827,338,333,104,111,482,500,810,735,173,844,801,598,577,625,36,45,80
346,878,274,319,284,687,793,151,169,576,315,868,452,262,164,117,183,573,94,36,900,603,439,805,456,338,510,330,266,504,748,214,76
598,56,336,816,383,60,632,108,785,176,558,392,84,69,440,26,587,200,351,499,17,636,158,94,948,377,86,738,202,251,23,716,905
951,390,838,133,773,40,636,132,670,567,914,801,718,389,848,587,303,780,548,224,495,819,442,409,761,53,999,134,262,817,271,634,554
725,821,583,120,220,852,614,18,575,572,90,351,612,917,866,870,465,362,239,677,708,921,222,50,345,508,705,493,637,710,803,272,970
453,643,5,279,85,890,210,795,614,194,577,334,366,186,802,83,484,658,42,196,298,768,470,753,763,513,661,328,851,689,868,967,678
597,83,640,63,329,323,467,981,70,988,59,550,634,456,726,524,535,612,683,725,407,322,471,548,658,783,415,772,437,85,158,261,149
315,502,403,189,853,226,891,78,982,573,599,405,3,629,549,917,787,977,244,832,101,362,879,522,850,762,552,169,140,464,587,672,748
347,688,277,338,709,125,810,784,101,38,919,238,844,606,283,90,939,201,444,74,188,483,892,555,72,228,409,624,899,759,405,616,585
77,546,385,17,645,372,821,679,654,186,262,142,938,853,877,158,382,803,323,240,506,507,403,702,84,207,85,267,901,535,558,709,215
412,28,465,188,578,105,896,157,769,652,328,457,374,745,488,554,298,709,21,164,276,748,719,297,927,524,706,496,852,189,725,613,791
777,318,204,610,67,449,34,115,408,456,4,60,946,279,846,341,175,702,449,244,613,919,535,147,602,312,387,632,763,319,715,956,923
192,949,198,998,990,129,776,491,31,979,914,56,130,151,335,682,766,814,974,695,423,143,185,362,330,238,130,941,326,556,120,322,534
47,126,182,777,347,822,744,243,491,397,347,279,375,504,31,907,739,62,449,162,11,697,836,747,978,890,509,962,493,569,503,842,305
830,204,139,552,333,96,99,920,543,260,746,801,811,343,779,574,458,786,318,150,626,344,995,401,577,40,203,233,871,52,508,258,204
738,387,701,792,698,121,47,381,860,362,531,123,959,675,699,462,742,136,942,582,896,893,482,651,600,581,648,848,339,738,14,876,324
851,736,667,67,956,114,341,609,425,993,532,966,723,963,464,598,659,861,133,697,477,35,625,19,454,143,843,659,627,148,35,824,422
625,864,667,814,314,642,755,318,978,327,101,897,17,894,440,358,6,919,738,454,944,814,897,722,357,645,916,353,128,248,753,922,214
264,825,254,641,157,883,13,740,1,446,843,308,115,932,341,348,680,574,117,129,227,493,780,743,954,472,22,900,598,352,702,774,27
766,523,550,116,229,183,136,887,538,807,561,101,688,710,388,578,776,891,688,412,96,500,681,31,540,239,479,606,625,919,273,461,320
565,888,300,673,705,678,648,305,892,898,116,977,245,927,453,614,746,149,623,954,964,132,916,898,487,658,433,43,508,398,214,955,648
924,694,177,720,433,637,732,211,11,480,613,108,758,352,728,894,624,46,276,816,100,398,971,177,188,646,3,268,48,66,96,445,827
945,71,398,561,456,769,857,900,347,513,345,873,680,473,390,393,623,20,28,4,391,705,372,23,579,622,483,195,814,85,755,36,738
454,213,928,940,617,960,629,862,676,681,354,286,811,450,341,734,288,262,641,391,752,536,640,495,384,107,195,62,912,749,715,271,430
986,444,896,983,342,25,733,782,713,264,812,159,378,28,934,383,485,790,26,856,497,422,198,763,438,152,135,147,957,503,324,588,512
556,341,264,73,301,81,390,658,233,3,974,547,159,464,453,527,710,741,842,973,652,469,601,192,556,247,957,730,559,244,176,339,591
790,148,281,299,910,546,486,180,519,373,488,134,270,713,747,319,592,609,168,706,302,851,446,204,881,863,354,369,760,545,453,43,772
992,542,458,999,836,664,55,654,484,628,674,976,931,514,490,637,58,674,75,330,569,532,442,213,501,197,514,504,53,133,738,786,379
106,266,168,193,533,94,642,774,729,81,193,688,9,785,942,228,636,373,376,520,395,337,494,79,654,578,506,69,80,923,529,748,540
655,469,261,951,632,470,221,333,802,110,66,585,653,273,576,228,949,367,688,601,461,111,755,117,278,994,755,303,499,454,153,546,211
766,716,760,39,64,670,780,568,32,757,364,739,39,782,665,407,42,307,998,635,681,70,250,191,565,949,361,501,158,954,727,912,99
591,78,536,35,356,841,386,841,935,228,642,789,951,525,61,413,868,180,799,141,663,793,541,937,459,11,72,312,130,797,786,314,646
383,67,661,39,839,3,706,970,978,22,575,163,673,936,792,337,516,949,316,787,720,889,252,24,598,194,439,493,91,505,260,805,421
272,396,243,861,773,335,692,117,504,168,577,722,264,876,433,211,212,625,272,144,609,539,387,797,287,838,571,361,512,462,215,844,206
432,83,129,551,10,929,696,887,759,809,931,785,657,221,915,472,732,63,848,243,773,323,144,894,358,284,760,998,116,358,303,107,806
763,155,255,665,949,864,110,931,808,375,619,20,512,226,821,436,138,265,286,767,823,225,95,255,69,781,191,625,111,362,686,580,236
798,546,936,455,598,310,407,241,499,14,414,528,439,8,662,483,647,319,299,828,402,148,386,287,440,737,973,419,185,225,491,766,485
411,689,952,417,872,103,669,729,170,336,929,474,134,720,497,963,60,580,646,114,999,572,488,463,25,821,398,904,928,707,799,701,476
604,33,263,531,963,537,23,239,321,808,681,536,68,253,168,119,950,557,693,290,528,590,941,95,635,528,859,984,373,747,507,349,275
414,699,928,64,471,604,81,850,550,639,381,2,157,751,698,477,44,300,307,390,136,358,903,898,392,903,690,244,762,537,929,347,974
870,213,194,308,680,456,7,441,441,568,437,753,998,904,47,491,875,149,880,407,493,286,85,569,214,698,520,227,207,340,131,333,850
76,895,724,271,113,337,223,640,75,633,958,807,686,824,714,534,411,577,873,846,824,63,383,230,691,819,680,773,263,519,82,97,347
286,468,537,395,186,526,386,667,795,830,727,831,540,56,597,851,228,361,519,521,427,871,775,346,57,994,171,970,869,740,854,15,360
521,57,463,909,22,562,894,116,210,662,21,98,350,785,481,707,381,763,927,469,239,871,316,845,405,657,786,361,1,696,955,737,449
52,853,153,223,608,266,138,898,285,237,412,78,126,830,925,909,768,584,645,10,492,529,422,49,74,214,283,303,558,244,548,313,679
574,103,990,735,118,887,917,758,132,517,996,695,517,434,435,579,33,20,379,716,807,241,385,957,766,926,856,634,640,261,608,82,709
131,866,752,707,960,489,881,987,952,235,667,732,795,879,925,753,176,914,179,699,134,4,696,679,239,673,934,648,290,933,113,732,347
125,334,308,827,637,636,997,936,499,544,235,905,739,380,591,389,874,575,858,912,617,623,318,815,79,566,756,932,887,283,39,87,268
457,297,327,482,547,528,915,613,790,786,423,938,167,277,151,18,124,858,893,618,463,324,780,846,275,433,97,212,414,601,887,795,979
123,967,249,583,605,843,81,36,943,333,616,186,993,588,23,696,572,748,87,414,52,296,884,441,611,608,644,464,741,974,600,471,861
993,289,748,905,799,679,244,154,728,490,566,954,924,78,439,177,421,288,531,770,343,252,577,454,681,174,78,670,731,758,33,874,275
127,246,909,780,866,203,400,938,859,888,561,280,845,267,669,680,805,499,612,516,53,581,191,625,730,622,410,902,332,895,45,415,885
17,796,821,738,776,355,702,693,867,359,327,172,103,6,509,749,378,572,689,344,952,789,845,490,166,24,967,83,858,692,967,177,280
686,187,872,987,360,741,735,293,443,976,762,308,258,227,896,123,376,374,87,496,973,536,167,535,682,654,444,638,918,94,888,913,192
960,925,79,740,538,457,401,190,922,556,453,531,591,50,876,236,592,525,116,801,297,171,534,714,709,125,872,699,717,785,876,737,528
356,296,988,70,472,341,611,559,630,758,251,453,572,429,940,796,287,569,340,155,373,735,746,421,83,208,420,115,203,242,625,8,861
586,793,129,73,255,403,85,220,983,936,550,232,7,740,467,574,705,650,230,757,293,768,659,458,793,316,670,733,420,747,872,319,596
965,271,692,12,542,332,499,224,182,190,974,30,447,241,961,499,237,122,590,691,709,709,969,960,722,806,793,476,419,707,467,255,133
232,51,857,355,86,280,477,502,476,822,205,621,390,913,920,174,120,1,367,504,97,251,386,251,882,343,71,344,696,391,200,137,698
795,48,122,200,933,544,361,278,606,677,479,211,491,510,415,401,940,851,735,801,592,378,73,150,217,270,645,362,789,626,198,477,805
363,353,110,926,732,711,213,273,139,928,3,726,815,196,186,51,900,625,357,805,640,507,775,801,757,230,881,90,436,263,415,719,179
93,475,105,374,221,802,543,424,315,707,643,142,959,953,969,399,102,464,800,204,185,836,694,346,890,850,149,585,134,293,435,440,583
467,413,278,99,241,320,545,237,63,198,852,362,774,421,764,160,374,28,350,269,921,6,625,896,706,63,611,715,245,267,655,195,456
290,271,657,585,212,32,670,531,916,720,613,44,281,505,761,195,48,157,370,393,829,231,435,255,528,836,984,857,827,356,86,622,568
840,376,437,682,715,352,952,833,108,633,124,715,96,144,562,222,83,514,804,89,535,716,91,414,664,918,49,806,809,203,589,404,309
327,671,722,863,164,737,799,958,339,716,448,885,311,555,569,246,580,968,371,689,595,111,339,393,276,109,850,964,78,596,300,873,704
115,856,420,684,706,457,19,301,413,11,274,436,550,911,698,40,857,344,765,73,286,453,556,796,761,196,57,49,886,639,219,610,501
363,734,679,31,391,997,965,422,447,642,561,533,232,666,156,462,619,693,599,471,454,118,575,1,913,105,136,646,769,36,992,582,895
268,68,812,46,73,440,259,868,363,334,185,247,643,825,302,327,744,303,391,203,8,34,381,700,209,17,416,271,452,731,691,27,896
917,551,43,905,308,216,832,850,394,856,535,78,387,619,955,627,55,647,815,533,996,275,123,829,926,406,760,684,484,592,407,128,126
580,123,888,528,446,337,556,178,699,379,156,696,296,583,105,515,428,557,299,309,683,285,739,512,598,643,58,81,604,462,390,939,642
34,698,12,201,893,589,182,186,577,265,883,317,165,665,769,824,498,341,51,714,305,977,796,453,376,732,578,447,406,206,478,87,214
212,617,247,613,975,660,420,618,698,687,602,529,103,446,674,235,928,767,671,816,394,855,460,651,489,84,901,90,399,884,330,414,500
151,481,692,659,842,390,855,422,413,262,473,371,275,887,147,685,484,499,210,435,293,14,523,21,603,885,895,942,63,451,233,492,163
863,960,720,863,349,918,204,717,239,292,23,521,802,759,786,301,93,451,230,274,883,409,318,380,518,178,279,557,60,384,821,604,316
532,413,449,862,158,158,245,938,717,253,496,771,822,169,273,556,421,28,404,117,587,549,804,97,949,371,674,241,878,110,18,187,610
115,960,432,590,616,968,302,829,666,649,575,830,195,493,680,521,379,696,974,732,544,956,906,946,649,298,417,954,58,676,800,761,523
777,674,750,34,796,117,622,450,311,996,310,832,849,454,283,951,137,621,807,456,444,510,683,820,910,401,795,46,45,608,529,942,646
12,577,358,970,695,37,938,442,269,171,84,953,290,161,399,64,480,181,322,968,876,252,982,895,193,802,840,509,747,793,532,715,444
988,583,489,470,850,231,126,113,829,647,749,147,66,238,477,139,228,163,95,102,38,596,470,314,575,142,544,64,450,741,268,362,356
835,876,247,844,957,783,338,10,541,149,577,288,729,917,762,414,651,456,150,206,709,129,462,437,865,55,831,902,821,932,862,386,688
651,623,248,299,682,909,1,574,254,357,511,365,648,501,460,307,751,515,320,439,844,341,264,581,988,187,44,241,545,626,730,343,518
117,288,446,989,721,178,951,950,318,247,12,695,894,965,430,562,398,123,497,974,891,480,179,18,196,487,474,158,531,379,190,335,6
308,440,127,195,64,704,571,142,52,522,672,858,213,747,361,964,691,126,295,860,824,872,406,947,116,785,425,963,919,497,91,283,620
708,240,724,167,204,581,165,965,325,399,763,471,281,959,142,846,955,697,3,697,947,538,416,468,967,686,305,850,533,779,441,644,754
299,280,76,39,422,216,50,861,832,464,125,907,334,83,831,444,151,446,125,811,533,324,611,571,59,191,669,844,404,776,404,733,440
167,652,872,887,654,600,947,438,689,23,318,678,957,435,468,912,488,11,704,718,930,367,539,961,678,859,56,112,440,910,477,96,895
995,64,570,992,6,849,166,878,826,779,878,138,808,641,49,938,43,99,454,737,893,944,954,787,166,526,905,201,612,846,300,901,576
722,637,898,39,956,578,950,121,583,432,549,237,547,374,595,189,566,513,319,769,69,677,803,446,927,645,995,524,607,372,550,362,467
954,786,11,799,80,41,274,940,818,936,855,539,376,100,669,64,450,607,597,959,407,86,770,370,115,792,911,323,172,957,827,251,875
535,249,639,163,689,878,714,18,157,87,623,147,153,71,400,477,247,174,745,58,65,871,980,694,582,218,260,186,424,416,932,65,519
529,257,878,49,624,410,100,920,36,585,943,644,179,508,625,732,887,427,981,703,257,216,475,156,981,144,47,51,577,633,898,51,50
408,735,37,340,450,801,47,784,436,148,39,420,237,39,476,156,602,455,227,91,34,321,437,472,928,247,61,934,485,705,840,700,902
488,638,774,345,574,154,579,472,429,945,746,580,972,50,568,823,839,265,780,504,724,486,9,309,206,400,173,365,856,575,307,335,671
776,241,863,465,732,600,115,339,942,432,139,612,370,726,108,279,873,634,814,280,182,613,810,358,426,803,110,663,394,575,647,219,447
659,165,310,510,693,575,629,379,460,114,973,553,642,156,2,148,889,140,687,306,896,396,746,381,774,19,787,500,748,505,247,344,26
687,815,382,487,176,509,971,424,978,362,852,603,278,382,847,91,72,93,79,448,720,776,144,242,309,716,484,670,770,101,579,180,644
286,947,256,175,691,541,389,515,31,812,64,89,915,60,950,630,959,845,445,457,785,562,126,900,866,4,236,216,260,287,819,107,771
368,137,889,249,852,871,539,866,253,468,723,4,224,729,174,21,910,9,705,482,611,113,339,739,837,273,351,931,844,940,564,825,133
492,448,397,562,615,294,573,491,585,861,449,136,684,400,700,239,73,62,340,101,168,476,338,866,215,830,962,922,868,437,9,503,110
851,813,204,478,638,185,228,954,121,321,891,864,60,814,379,351,11,736,556,964,965,846,419,819,382,163,204,714,163,736,956,140,856
51,569,66,8,84,195,508,80,151,170,988,943,230,67,573,933,626,980,90,98,862,944,908,67,742,10,555,886,420,451,374,24,485
731,851,545,773,550,171,97,916,298,675,992,44,963,281,503,237,189,655,950,68,65,462,603,760,236,102,592,842,569,487,161,689,181
558,10,979,83,711,378,623,164,605,498,867,181,236,41,448,301,473,807,882,189,606,610,517,972,372,416,971,895,308,932,874,948,530
369,157,368,625,589,397,410,621,494,365,910,639,739,160,353,460,76,983,754,233,511,547,370,500,169,956,801,521,809,534,188,880,397
185,835,222,699,634,497,284,99,425,216,67,226,199,286,383,720,671,2,230,374,923,990,203,260,413,764,373,787,357,909,277,237,274
785,64,627,898,841,551,459,415,95,745,398,321,209,23,296,623,456,156,863,597,316,234,223,331,741,497,37,33,335,405,243,59,780
76,523,295,801,967,568,475,466,278,532,168,141,495,391,294,974,764,905,115,764,216,30,273,428,164,384,939,724,508,190,968,675,655
117,827,460,558,84,65,213,614,153,741,35,396,847,27,782,39,970,603,22,184,979,646,565,101,663,555,890,834,846,401,560,506,822
292,784,791,533,561,47,912,282,897,249,68,798,646,42,812,158,489,705,145,1000,336,550,796,186,143,983,69,707,312,632,660,735,160
426,268,622,54,806,829,59,932,146,254,432,961,967,788,1,862,564,1000,125,70,999,229,447,228,463,298,84,480,124,972,386,483,509
891,300,156,464,349,437,186,98,832,902,825,224,45,562,77,726,603,519,760,566,712,383,112,732,715,760,801,567,543,865,490,21,915
461,281,859,582,794,70,127,366,151,848,177,107,993,345,579,65,78,150,110,666,846,739,615,740,902,685,20,778,893,911,958,627,844
705,634,853,390,818,793,457,902,645,36,523,554,799,484,486,417,489,969,742,778,224,136,511,504,117,201,661,597,687,363,432,947,124
136,836,547,479,164,603,502,919,602,662,869,972,293,634,41,387,919,977,935,337,446,925,96,219,659,445,968,767,465,738,397,836,112
941,261,52,780,112,865,648,473,466,507,881,708,194,868,210,974,742,237,107,599,744,469,669,442,274,299,932,418,332,833,760,278,977
390,266,619,167,325,31,546,288,556,868,591,109,919,689,852,631,146,41,619,341,270,156,454,989,217,592,231,565,915,791,222,559,387
205,618,165,653,674,221,869,964,55,140,582,814,266,557,112,493,165,201,539,597,606,13,879,365,462,165,858,31,454,867,28,217,48
297,896,297,124,299,793,858,33,385,492,451,542,760,855,41,463,406,751,510,234,119,729,364,674,726,536,907,972,465,889,723,706,955
590,346,751,199,896,711,629,446,89,558,586,906,314,441,980,632,657,651,794,641,870,636,739,243,517,961,580,280,653,832,552,771,569
878,828,721,759,815,782,93,662,244,905,778,661,225,784,18,156,515,663,976,318,508,637,52,392,423,104,262,902,4,243,931,453,861
742,697,691,159,149,484,529,578,684,994,73,734,472,358,772,1,971,864,181,953,358,31,906,981,547,224,605,795,297,749,212,188,645
151,413,571,262,303,88,232,474,994,783,247,93,390,24,720,603,930,218,917,886,219,19,533,9,25,151,495,128,431,826,733,784,965
185,642,577,168,253,752,585,937,72,64,359,633,449,481,684,234,448,600,115,914,2,511,437,733,348,229,191,181,689,153,108,728,765
381,808,135,28,194,574,822,572,780,519,759,511,322,801,778,832,514,800,460,698,356,591,856,213,574,739,851,925,166,379,554,689,215
127,958,439,15,526,499,744,463,723,562,756,991,545,181,601,797,218,72,100,256,983,945,790,363,531,808,723,168,403,215,991,131,188
635,106,345,149,852,42,947,328,43,184,267,564,904,482,571,162,1,824,322,924,77,241,42,172,37,732,910,375,40,319,581,599,765
394,342,845,938,694,454,162,261,357,587,429,997,769,549,267,269,135,400,53,303,528,227,174,706,641,909,500,247,9,257,238,457,790
666,952,63,365,653,598,921,378,853,917,659,440,809,551,96,825,351,135,675,847,753,510,902,326,139,553,52,635,997,686,956,230,591
418,832,850,588,962,191,419,67,405,32,741,397,517,576,842,314,388,983,361,997,321,695,785,722,10,893,739,539,479,242,523,41,51
200,387,316,474,604,526,26,348,257,555,318,273,625,538,167,251,206,554,286,966,481,106,766,464,388,387,543,823,681,847,991,195,313
251,550,322,921,705,889,47,30,994,997,933,708,34,338,819,234,878,311,139,863,513,324,914,98,720,75,103,347,16,459,609,236,727
911,507,822,419,137,653,613,52,253,177,815,600,738,912,405,345,279,658,2,656,37,59,912,380,905,667,467,299,951,452,974,298,460
592,596,963,876,10,156,49,209,475,629,677,394,965,667,276,413,750,146,14,892,783,226,423,856,232,288,660,139,798,775,411,157,317
45,782,708,848,416,819,801,621,211,847,343,969,905,470,420,627,975,749,603,27,868,931,113,190,299,719,283,735,511,942,101,51,669
97,627,154,522,336,819,13,979,351,733,181,181,992,933,183,258,661,139,293,289,817,73,121,241,310,654,237,43,231,93,153,479,862
207,198,455,834,483,244,201,574,886,968,6,710,209,61,817,642,338,323,173,747,867,426,113,677,291,104,130,303,593,210,162,135,703
20,811,392,694,875,68,888,521,127,583,696,251,1,583,784,628,284,542,141,600,852,245,764,96,364,891,998,936,332,118,386,706,597
136,687,877,480,928,223,259,100,17,325,392,309,70,177,318,663,154,798,380,487,54,272,506,187,134,89,794,323,522,898,373,275,699
486,277,312,555,949,700,241,127,25,539,272,647,196,964,246,629,281,316,24,260,314,342,236,728,581,345,753,146,865,232,482,795,10
770,493,939,12,314,371,3,244,781,371,317,531,652,397,552,448,486,994,689,648,416,26,234,465,415,133,15,798,61,314,777,596,696
241,140,885,621,552,609,280,496,288,156,67,943,782,639,637,323,354,521,789,400,303,938,462,854,374,985,64,731,805,137,348,613,99
643,326,177,638,274,960,79,10,992,701,959,868,964,630,256,688,544,9,323,617,179,247,75,170,258,180,556,731,442,928,536,373,400
691,771,316,850,751,83,124,977,678,238,495,251,35,957,442,626,673,302,30,54,11,101,821,269,811,304,271,618,926,293,48,856,191
857,799,301,656,204,782,121,495,388,440,371,73,88,793,358,88,850,451,111,998,721,112,592,641,952,514,796,579,191,234,882,215,988
823,981,181,534,652,577,950,234,621,263,20,873,50,442,135,756,279,793,116,500,184,894,981,409,978,810,831,81,45,819,359,330,944
400,546,228,159,440,281,981,460,624,33,666,647,353,278,657,939,706,194,856,506,868,223,147,72,394,474,47,629,559,948,114,131,225
301,746,122,694,865,470,220,442,818,586,998,295,796,90,788,700,418,34,627,179,24,283,570,474,844,176,998,406,959,636,516,645,581
535,606,659,804,699,246,954,261,420,249,219,620,985,207,95,338,500,123,998,2,787,534,364,218,618,584,618,56,648,377,842,343,973
776,454,443,447,541,274,493,379,390,9,159,977,516,584,103,189,366,580,651,551,439,835,280,806,226,827,77,471,570,722,643,742,640
389,895,814,161,647,746,5,836,795,901,1000,473,736,437,673,908,135,868,254,656,522,587,666,249,160,445,691,156,322,31,293,67,125
733,2,385,3,437,890,583,529,743,275,855,68,815,420,746,21,820,704,212,539,601,765,801,510,145,584,430,984,316,687,406,260,72
907,647,46,981,273,526,490,584,100,166,668,19,445,51,458,688,835,833,480,457,390,982,327,839,174,319,333,90,649,934,687,865,41
147,965,877,507,965,248,377,183,304,925,29,374,56,330,149,302,733,495,934,974,741,802,842,48,165,318,418,230,767,473,916,262,577
339,777,787,841,295,554,110,485,745,436,140,140,862,646,884,801,52,392,339,766,971,64,46,709,312,968,518,687,821,530,877,160,225
380,140,434,229,296,890,536,862,614,306,922,748,452,415,316,287,801,737,84,872,330,336,925,854,876,505,992,44,544,429,745,456,748
59,810,472,825,178,797,753,695,154,912,732,559,911,713,817,495,492,258,918,972,811,203,137,770,520,4,817,412,934,152,847,773,575
887,340,417,121,890,594,164,2,656,70,662,322,783,79,50,195,81,205,559,912,296,150,724,180,790,249,310,278,107,957,320,233,123
623,395,155,868,435,807,574,775,738,279,297,755,639,242,58,677,209,621,296,21,53,653,144,98,714,680,876,475,35,15,378,375,742
927,582,163,239,187,780,458,180,497,591,491,517,679,726,384,76,732,190,663,827,252,435,642,713,295,685,83,810,120,74,292,274,142
474,30,654,585,216,443,897,343,189,120,566,530,722,240,751,446,950,766,547,14,668,317,843,745,513,773,340,225,293,242,34,982,151
966,434,325,733,428,651,136,791,173,242,984,45,939,674,860,125,378,983,381,602,537,768,621,473,253,346,804,816,221,657,82,994,354
400,633,534,790,774,404,261,444,542,466,84,871,553,89,778,870,954,942,193,87,233,666,28,237,195,580,694,807,851,920,602,736,385
675,266,414,98,49,630,331,944,396,138,959,685,993,163,74,673,34,251,983,147,121,365,611,211,50,933,426,166,862,733,171,535,759
599,992,470,142,17,48,431,861,181,609,158,419,107,887,753,727,743,257,429,703,829,97,446,397,201,219,105,309,571,742,740,385,855
821,534,580,62,678,841,286,7,619,996,935,433,620,288,504,449,243,771,135,946,816,930,848,418,85,415,633,4,106,215,962,650,286
338,657,894,171,91,546,853,487,101,213,821,142,684,315,830,285,441,851,496,489,578,455,940,76,34,801,75,749,706,191,218,830,19
626,245,932,207,317,707,321,559,268,579,313,706,435,848,546,205,781,146,802,417,858,646,354,606,32,384,166,480,977,793,657,86,661
180,660,805,410,944,47,918,155,772,149,70,234,155,884,142,534,236,789,15,6,269,183,285,492,608,740,681,918,932,867,712,481,496
270,560,20,197,147,950,380,661,937,238,254,985,807,974,203,812,823,684,897,797,954,467,276,669,34,116,114,638,833,898,406,612,70
75,765,505,782,453,29,617,321,639,872,126,260,769,871,377,482,160,500,920,531,262,290,199,231,315,466,607,411,312,480,300,184,407
765,945,87,933,272,413,314,695,951,245,132,764,58,799,278,298,93,842,84,898,740,548,561,62,564,758,532,843,708,700,933,648,752
960,355,888,61,459,4,658,145,563,725,450,266,88,301,712,501,1000,611,456,262,391,552,109,96,105,295,497,599,835,368,140,341,264
447,154,236,564,672,122,686,544,804,635,522,2,90,923,618,419,135,822,711,300,38,653,752,915,160,989,37,681,396,249,338,327,209
760,179,381,732,166,761,819,56,206,939,249,809,24,364,738,631,761,43,685,397,702,47,103,133,69,412,242,386,745,1,555,107,864
243,886,137,69,711,923,319,765,735,326,312,967,731,307,807,307,750,781,976,511,574,75,478,455,418,721,764,245,524,440,50,966,788
844,990,888,912,770,414,232,786,14,231,506,71,679,703,6,968,919,784,743,373,195,321,183,409,947,801,572,796,523,889,163,95,116
664,52,350,472,359,323,653,101,893,411,220,490,102,720,971,787,649,666,940,611,373,559,105,869,458,98,46,305,185,420,464,381,157
469,148,942,272,922,799,327,608,160,374,85,138,479,644,542,949,846,51,488,383,882,975,556,612,384,157,68,317,293,561,788,919,329
6,249,217,355,887,463,902,50,342,593,205,590,234,72,248,530,471,943,382,784,369,360,517,721,615,88,932,747,14,409,338,32,943
191,845,753,625,145,531,180,618,269,229,541,778,602,78,849,936,837,612,574,833,476,294,248,188,495,453,526,70,273,146,451,103,227
870,945,393,392,186,159,951,232,592,930,433,963,640,95,980,851,409,83,383,77,647,428,668,832,302,658,873,739,869,367,600,918,269
119,634,675,997,843,506,361,846,42,682,690,924,10,397,281,276,25,343,510,291,736,759,751,552,348,851,229,751,774,541,863,296,974
787,265,665,705,213,991,777,410,650,105,557,674,983,907,991,823,70,188,983,381,620,3,35,691,104,10,272,947,550,337,795,34,652
268,431,1000,650,608,139,589,930,675,288,707,116,311,551,74,885,776,892,822,427,514,600,786,428,723,194,83,392,481,3,55,862,526
795,151,135,769,880,860,202,109,213,551,970,425,468,848,524,674,664,978,53,783,996,839,456,676,742,388,783,538,254,595,969,160,141
754,196,891,1,34,779,990,520,407,441,348,333,768,864,934,14,641,392,224,57,391,114,936,356,943,443,165,217,497,134,958,242,86
343,583,277,717,673,900,154,723,266,535,364,707,15,86,808,576,819,571,220,972,986,695,195,773,731,510,638,326,298,993,298,273,431
