bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
484,472,973,429,780,800,441,385,772,356,632,948,528,153,391,251,167,941,245,165,692,976,385,954,100,461,46,770,391,348,812,4,738
942,279,442,117,431,577,475,420,821,891,517,638,512,608,816,239,688,287,283,709,247,962,862,539,858,411,383,439,945,646,606,491,706
706,22,750,446,597,398,616,306,470,847,425,275,561,294,234,785,950,582,325,63,442,847,962,340,467,105,806,144,487,803,201,614,460
960,459,288,6,242,265,126,320,740,936,500,622,117,413,80,120,780,294,720,373,643,291,820,169,782,552,533,844,173,336,82,100,517
670,963,66,917,975,551,533,97,733,888,32,318,872,116,965,778,911,622,947,350,569,91,884,543,967,660,79,820,657,729,558,580,805
338,929,861,461,186,956,160,195,88,333,223,80,680,79,201,357,536,358,847,957,805,7,50,158,750,680,979,800,171,319,286,693,616
745,769,608,35,370,327,947,193,862,238,520,134,732,766,216,105,17,655,766,233,499,225,236,283,258,621,662,606,822,756,65,347,832
445,997,272,797,920,456,770,31,257,82,857,639,206,119,458,577,711,584,469,367,615,646,375,654,849,291,165,965,712,996,433,369,534
689,381,698,891,113,558,657,232,81,783,940,937,527,949,467,288,94,982,812,612,854,362,489,824,156,762,473,170,58,162,4,243,308
239,811,750,616,871,735,808,12,249,262,699,871,44,876,153,221,304,247,509,683,858,588,508,352,121,750,54,239,572,746,766,17,809
26,766,182,643,388,215,920,461,181,826,132,892,468,715,864,680,736,383,552,571,628,336,548,195,494,517,414,928,398,9,863,626,390
616,794,90,114,679,319,115,455,789,526,409,929,806,769,589,763,869,954,159,232,486,22,336,449,841,506,901,257,231,157,794,887,692
220,84,860,344,355,829,952,407,116,841,110,300,164,88,143,545,589,577,189,694,20,196,357,631,749,982,590,223,534,482,795,499,56
221,911,815,852,567,599,41,882,733,907,67,637,802,459,95,756,985,147,43,457,819,380,703,37,34,796,985,685,925,622,692,489,758
690,115,198,267,579,91,506,935,56,228,646,390,189,471,840,768,61,113,282,469,214,170,411,840,723,650,717,523,6,73,152,624,244
57,679,116,126,628,573,417,141,358,345,745,298,812,420,165,966,933,47,364,75,830,853,653,310,848,350,471,426,591,182,377,603,783
592,663,787,600,549,489,439,436,313,343,775,954,139,822,712,280,754,770,901,193,334,545,672,733,699,604,633,381,296,785,672,61,36
873,777,669,275,122,294,864,25,763,443,323,915,128,205,967,927,942,364,339,713,503,598,840,805,949,911,71,814,353,946,700,254,655
502,624,198,256,536,740,357,826,182,310,436,864,805,602,118,8,896,874,706,772,789,604,718,624,3,26,934,50,643,309,232,251,155
109,800,777,940,807,105,47,183,477,25,111,708,50,377,361,470,47,550,959,920,694,459,601,663,369,605,449,194,87,24,40,463,388
427,937,498,891,618,486,753,99,208,300,908,133,483,852,721,975,986,822,220,96,767,555,463,507,968,600,325,731,61,184,981,586,802
319,353,10,331,32,114,721,72,962,751,111,96,773,55,667,699,263,236,948,35,696,616,202,337,845,174,459,298,432,569,155,586,97
395,1,184,748,172,288,394,536,690,327,461,370,56,641,592,791,573,6,379,83,818,188,714,381,386,438,851,465,35,197,781,671,56
267,420,318,288,610,158,396,73,642,478,556,815,330,529,209,551,464,943,785,150,390,198,375,897,252,158,629,257,420,498,461,499,845
454,577,233,269,676,251,622,352,603,439,643,303,555,923,995,990,695,29,577,108,861,336,199,628,128,677,137,121,991,947,346,329,30
299,517,380,720,454,539,693,946,607,949,751,498,151,190,313,348,299,559,196,261,566,807,537,310,507,223,729,522,807,711,921,824,324
167,252,247,543,411,281,243,708,700,715,482,852,744,824,921,934,103,143,13,747,716,991,53,180,399,913,394,749,867,600,969,551,139
290,331,854,841,11,238,774,809,860,852,699,279,535,542,622,961,660,585,373,866,188,187,87,594,169,32,312,465,441,479,432,740,153
339,438,430,86,863,184,75,205,658,109,328,479,693,116,118,791,560,973,274,37,357,630,979,376,244,290,691,653,807,855,230,289,339
40,36,52,152,481,807,732,598,642,211,381,723,181,196,491,467,860,359,755,295,555,72,816,12,530,458,131,899,146,287,952,388,889
386,313,114,793,392,236,437,45,872,472,980,34,168,37,979,286,840,308,73,921,337,929,871,370,487,391,424,298,251,335,629,597,616
577,589,229,799,606,871,613,975,93,610,599,784,633,295,698,82,320,512,653,348,931,813,14,629,47,651,548,604,10,444,601,335,64
955,349,713,385,334,386,841,769,593,666,995,281,327,311,660,254,496,666,930,699,129,724,616,955,445,695,538,241,900,141,667,815,683
233,605,963,240,985,67,173,178,185,559,730,613,401,253,134,598,384,197,370,648,799,956,506,849,69,795,37,610,340,859,921,798,722
638,920,466,253,486,988,305,331,907,419,701,365,8,891,628,489,75,603,166,528,239,211,616,721,384,889,393,514,808,939,307,901,681
778,996,4,563,809,866,417,104,917,177,407,749,109,617,720,938,603,3,90,40,369,898,991,815,250,346,258,655,700,252,340,90,259
704,45,736,37,795,63,887,369,977,517,21,772,102,673,714,919,38,70,746,92,1,200,677,863,893,477,808,173,60,310,216,19,519
889,543,389,716,516,765,996,352,29,812,210,165,976,216,145,341,373,778,646,980,253,274,236,599,671,680,590,604,498,837,731,495,429
354,421,215,203,131,912,612,48,46,520,146,598,387,731,563,462,542,252,668,864,653,154,104,536,529,371,584,815,838,220,350,381,302
8,847,389,194,359,198,347,985,886,303,356,749,324,882,368,663,175,417,129,552,786,210,273,551,100,951,172,556,310,572,249,208,858
887,634,371,875,834,144,504,996,389,210,274,884,726,857,966,690,827,908,760,28,943,562,382,839,900,405,561,474,63,403,726,205,14
834,533,250,722,65,381,576,886,929,666,664,181,557,743,396,284,630,426,206,292,875,100,903,848,726,877,903,841,200,850,266,756,470
521,39,140,465,994,926,831,173,355,29,135,761,648,904,228,206,663,614,937,470,978,315,461,588,768,499,870,631,330,1000,996,536,774
716,824,229,144,85,568,747,673,973,202,593,961,3,638,898,440,613,887,963,269,23,140,157,950,883,371,787,176,130,782,708,637,631
60,244,570,838,481,68,8,766,804,121,765,344,751,895,262,711,285,774,984,440,722,434,484,879,825,421,89,592,221,148,862,781,74
921,362,898,574,261,939,71,69,234,654,340,672,40,126,0,921,852,417,165,133,121,364,765,335,499,355,10,414,772,353,577,309,463
533,723,844,751,343,358,332,879,162,397,140,125,619,343,511,3,227,273,792,445,565,654,977,267,544,377,568,835,643,330,482,929,639
511,400,614,22,646,500,975,892,446,771,838,418,975,955,705,401,673,656,988,677,273,77,626,494,867,524,114,743,739,453,628,444,630
386,363,7,304,267,72,110,803,179,675,887,223,193,585,782,516,392,476,879,66,298,831,916,276,356,762,135,27,358,637,433,731,459
440,122,38,899,506,1,451,29,19,328,908,809,901,208,836,569,131,985,920,712,103,240,477,266,824,669,903,895,278,755,53,415,564
787,501,948,167,948,259,362,153,14,325,292,872,201,311,766,444,321,17,441,410,780,128,122,515,727,947,625,995,576,734,833,471,404
158,741,590,274,651,403,340,735,434,552,156,596,525,323,906,265,992,486,53,620,826,502,882,934,321,439,388,330,513,449,467,722,608
994,343,542,858,131,540,227,883,592,822,366,644,142,438,462,86,757,363,464,607,760,857,714,429,778,445,321,830,379,666,220,973,51
531,40,978,97,740,527,175,941,209,273,745,889,441,134,431,350,203,301,787,2,502,52,588,773,222,638,84,679,214,770,184,364,742
404,477,727,745,355,131,550,663,271,30,169,402,962,511,349,800,966,929,349,917,862,746,487,915,816,797,358,594,437,656,990,876,273
467,254,760,256,628,625,783,798,18,19,715,980,123,34,413,600,455,671,794,580,448,522,948,489,405,803,500,433,27,546,931,151,730
684,483,12,709,27,194,816,13,110,413,289,303,10,134,587,504,653,930,252,157,396,25,82,221,594,647,348,714,92,905,443,451,637
761,673,756,898,947,812,486,834,781,531,605,372,623,377,982,856,178,776,366,952,344,524,926,17,512,817,188,770,99,503,28,976,873
443,17,884,20,496,767,146,479,819,906,43,343,129,494,196,143,596,79,438,467,573,776,956,874,822,158,796,730,846,98,762,793,925
660,651,989,133,989,659,380,338,333,157,197,801,570,771,998,570,149,255,149,559,138,250,593,233,149,931,762,659,3,537,281,166,184
882,641,813,297,828,534,807,595,387,928,673,469,654,630,953,604,752,489,317,796,628,548,85,957,512,96,175,180,769,650,828,792,830
495,841,961,403,939,954,831,56,370,485,411,271,126,436,755,135,174,416,288,357,830,631,957,987,771,961,45,122,484,196,754,13,435
115,803,278,618,751,605,694,58,102,877,912,856,434,778,48,486,418,561,419,98,136,407,673,267,265,526,260,347,536,550,345,882,899
471,220,148,515,83,411,993,183,229,827,254,466,795,916,698,103,291,8,477,131,798,687,980,652,491,583,199,178,569,192,59,636,594
316,208,254,644,225,414,756,257,490,141,923,497,564,23,96,940,746,232,168,475,697,854,872,130,227,811,415,881,457,821,649,893,341
450,84,397,361,334,574,42,961,697,689,245,960,114,364,452,765,274,109,775,942,197,197,265,928,25,138,478,227,46,593,306,404,903
259,318,524,928,747,41,372,376,602,924,288,543,501,677,253,349,277,416,824,122,582,53,961,124,410,623,190,582,155,873,89,467,671
398,601,296,273,159,248,839,934,605,571,686,160,702,98,933,478,881,879,608,935,162,431,293,138,166,539,247,563,340,721,62,971,605
723,140,899,149,48,378,260,632,897,734,660,576,728,644,97,465,809,775,25,901,493,80,751,373,476,221,381,838,571,285,0,42,382
485,648,116,333,904,432,197,54,522,498,216,843,166,569,335,693,489,320,179,871,184,313,56,155,509,83,534,147,638,338,177,793,847
497,95,571,427,175,520,314,619,932,780,157,299,97,196,166,760,677,83,728,990,435,856,310,818,379,262,404,631,825,740,266,72,555
243,795,892,229,522,577,302,909,508,856,930,797,231,251,505,50,51,681,437,343,720,150,428,90,273,747,566,90,522,594,620,80,363
407,355,981,48,389,465,461,731,81,541,723,717,859,450,347,996,886,602,120,283,568,189,87,959,22,445,905,910,654,90,199,194,622
929,268,304,951,560,409,270,609,898,342,136,66,149,564,649,259,405,207,716,449,213,324,419,245,864,685,2,6,219,627,256,695,952
895,742,402,814,818,639,867,204,360,798,528,705,366,604,823,424,346,692,944,606,583,48,247,928,608,874,728,963,791,615,763,795,957
253,954,826,647,591,171,488,137,536,422,365,694,880,213,25,849,714,718,674,520,871,359,121,499,759,959,25,283,508,469,177,999,184
279,27,883,315,600,461,904,969,726,154,91,276,320,206,270,609,607,225,651,407,504,525,82,470,818,5,424,295,979,914,595,439,899
946,930,736,678,989,621,507,124,332,937,9,596,902,324,570,445,826,905,330,469,380,248,75,258,895,720,339,852,106,973,564,932,362
403,105,754,759,705,644,505,888,747,65,861,176,468,387,545,583,422,277,563,689,618,654,465,459,159,144,164,953,627,939,287,661,491
258,817,990,729,848,858,591,83,678,844,994,794,266,243,115,252,505,983,845,774,327,101,542,692,198,339,937,637,310,473,229,877,940
386,83,431,543,237,518,135,3,518,915,561,715,326,265,267,131,597,624,648,734,672,619,135,594,674,510,754,465,653,194,151,55,929
204,411,873,740,162,458,784,865,958,50,589,459,770,942,291,560,890,589,420,156,748,512,330,332,947,1,480,719,765,770,756,194,786
908,397,262,608,856,314,976,157,931,955,521,291,0,969,407,206,380,975,143,522,965,269,515,494,446,396,818,65,629,310,111,77,220
731,126,624,612,858,17,974,760,338,550,493,374,408,860,33,266,930,977,456,481,2,118,16,662,757,396,615,955,595,588,217,267,379
992,292,617,823,882,10,361,637,783,306,893,143,654,321,993,499,720,424,888,535,907,956,59,1,630,391,877,174,813,335,413,65,701
88,186,805,650,284,956,418,28,996,640,729,315,752,474,745,759,490,698,563,554,859,756,568,971,568,445,178,643,680,763,566,565,12
526,959,657,753,697,631,344,958,545,499,9,590,707,645,152,998,517,305,571,203,281,878,520,718,319,39,353,447,89,116,963,57,43
29,158,907,918,216,607,772,968,98,334,856,690,65,410,934,591,562,815,244,178,663,518,706,499,35,924,501,83,639,587,475,433,331
265,627,98,676,765,643,828,975,587,941,799,308,191,303,923,920,382,382,790,224,790,84,543,999,524,550,551,301,201,181,132,531,477
945,54,861,256,213,546,270,354,561,617,953,395,729,790,51,405,627,950,362,558,597,245,23,494,796,519,237,173,897,853,102,561,566
785,914,135,477,290,100,91,161,949,67,563,76,882,509,154,14,745,999,627,477,64,806,680,931,374,545,359,245,422,607,274,253,120
400,465,872,375,178,23,783,832,746,566,600,933,681,100,340,637,22,773,511,815,451,87,981,371,780,774,145,805,886,985,857,979,501
726,812,921,961,441,168,519,4,745,308,669,961,357,520,329,707,403,555,207,196,540,242,601,158,700,733,849,658,687,886,962,129,177
150,191,881,845,943,982,34,866,176,95,936,505,538,128,168,810,422,764,867,928,107,26,407,447,9,234,742,580,537,418,456,709,56
645,507,431,689,837,724,30,880,689,890,785,617,906,109,820,958,402,810,476,425,73,476,427,683,904,999,715,339,787,748,151,527,259
504,932,553,617,34,100,25,964,854,770,504,475,767,799,669,540,238,639,198,285,933,803,262,148,625,135,25,229,669,241,504,785,602
536,824,477,139,136,23,996,794,277,707,365,426,945,63,86,933,203,699,488,871,85,894,953,783,988,491,644,303,627,725,539,678,967
19,151,895,484,465,631,171,835,102,124,486,411,788,825,70,503,605,320,14,292,1,713,458,879,40,350,392,175,477,12,349,207,618
446,827,585,619,231,996,925,895,267,345,369,215,384,714,807,797,8,743,259,690,14,854,252,746,623,951,283,542,350,569,812,229,143
217,325,746,640,954,76,775,206,667,767,275,68,96,853,19,651,597,949,875,233,352,884,132,186,354,836,119,748,556,92,988,795,816
281,7,770,224,748,929,726,765,394,147,856,621,959,681,500,328,681,561,463,311,175,783,578,912,765,941,684,987,963,667,801,330,454
174,198,371,849,499,710,666,781,133,782,239,504,973,6,543,270,27,389,119,469,238,967,235,903,157,542,788,661,646,397,761,267,123
570,146,630,619,538,834,255,488,762,926,730,440,357,701,467,28,183,106,388,288,239,616,143,612,741,640,460,253,668,142,607,577,940
536,152,230,141,773,396,998,156,723,598,783,697,945,600,81,274,176,133,55,890,502,374,91,580,997,407,506,717,810,214,527,259,21
824,821,763,29,956,464,693,465,509,489,64,74,545,921,454,814,639,327,853,554,300,79,899,922,552,10,548,653,272,150,609,897,521
196,57,58,370,780,54,478,293,54,462,911,528,409,428,691,983,646,246,829,502,540,126,227,6,97,484,629,546,941,280,422,193,168
521,605,886,942,543,886,88,436,777,242,870,630,951,884,70,702,25,247,307,341,829,698,457,695,36,30,331,890,117,14,141,994,472
909,583,287,873,494,242,214,920,922,405,850,412,82,764,741,970,211,419,772,714,316,232,275,808,260,240,831,694,844,577,660,229,283
847,678,130,356,143,807,506,584,921,742,786,306,858,360,958,742,420,12,581,512,387,671,621,735,514,308,841,708,260,282,624,579,214
816,325,909,941,894,354,42,211,760,996,79,878,972,388,540,580,284,912,294,936,188,387,706,385,14,676,574,206,821,894,880,100,867
494,610,815,407,947,892,980,685,840,418,403,774,680,119,656,586,887,888,508,384,850,463,632,5,918,125,290,0,440,666,779,474,810
101,811,5,720,271,769,772,362,856,763,252,714,703,187,61,469,449,422,444,25,297,543,868,224,150,772,907,44,906,725,432,721,711
316,390,787,325,274,955,509,165,624,128,560,546,807,654,200,178,399,210,452,241,489,106,545,385,748,552,4,193,138,497,695,29,350
490,374,963,235,180,791,889,164,949,470,332,381,177,763,295,595,592,760,505,182,1000,600,245,698,851,691,620,578,279,23,928,867,747
637,306,734,364,340,162,359,231,126,346,783,85,521,503,632,169,718,383,794,802,129,346,591,916,695,186,944,176,841,841,274,728,908
714,201,584,898,985,761,982,220,611,271,356,614,72,16,147,778,448,22,776,687,512,235,887,178,427,904,176,472,82,766,43,571,106
234,908,732,667,6,146,542,380,270,931,999,725,856,654,337,147,929,967,316,297,997,144,811,502,167,799,105,724,444,575,707,312,548
839,382,455,484,905,484,397,283,75,102,165,624,508,804,316,605,539,528,890,438,223,36,346,511,320,270,342,95,661,694,315,17,87
109,315,173,980,704,150,14,113,350,773,183,861,86,184,859,1000,642,524,100,238,928,82,183,806,311,864,51,2,712,502,385,800,540
63,466,542,485,136,360,20,374,817,486,862,558,208,882,359,586,527,479,569,460,438,62,678,773,637,3,292,902,707,363,601,735,786
666,489,775,746,749,612,489,553,891,425,863,472,560,904,760,670,899,123,578,376,574,346,330,696,458,489,522,940,987,374,711,324,183
397,497,165,65,73,853,835,866,861,44,660,112,822,504,947,368,846,285,377,72,880,796,61,59,834,132,484,740,611,912,613,180,801
442,837,584,260,245,385,16,671,147,598,483,370,564,36,733,634,961,254,628,494,66,535,382,719,640,107,796,264,444,550,212,129,304
300,58,601,760,164,480,132,844,473,979,713,516,693,529,732,505,134,487,295,457,904,455,403,701,424,786,836,849,157,924,82,825,19
238,714,686,626,23,162,781,262,414,264,453,76,81,318,444,234,602,745,380,242,285,681,797,682,179,371,949,655,441,211,424,6,28
20,801,876,799,593,665,903,982,518,424,327,510,864,630,183,353,349,530,813,14,21,73,940,545,334,19,395,788,214,374,579,327,251
402,19,808,229,505,368,680,321,796,875,265,841,630,446,311,859,656,347,785,108,133,448,589,536,834,149,600,927,84,406,964,64,44
510,778,297,988,904,75,305,329,134,622,725,211,569,558,308,143,199,390,65,571,411,750,650,752,692,42,206,903,557,317,48,788,23
656,821,844,231,641,119,122,881,10,724,548,714,716,578,162,280,442,970,679,538,513,886,532,480,441,831,760,3,780,440,175,757,848
816,905,535,635,989,866,271,870,611,716,367,169,742,312,175,481,646,779,947,381,216,229,620,429,607,488,110,765,422,690,638,103,624
747,245,140,17,497,923,368,232,597,935,131,822,769,417,408,360,803,886,114,924,542,227,726,590,20,818,967,666,312,396,810,603,497
966,186,976,621,568,686,59,146,992,571,116,239,990,582,106,353,937,388,609,124,360,582,336,209,284,686,154,379,78,881,978,665,836
163,990,284,237,16,836,878,907,331,222,578,100,125,310,358,529,466,904,104,970,413,992,60,501,894,571,310,424,785,297,692,402,322
424,734,142,658,478,968,706,903,723,56,6,198,200,542,615,127,866,933,569,54,190,618,758,160,534,512,140,970,236,245,690,167,635
637,234,681,576,248,446,272,95,815,541,833,939,148,213,985,220,535,752,703,951,644,493,823,670,62,596,908,860,113,466,372,858,615
81,787,265,217,541,873,54,867,989,267,497,656,52,162,734,451,345,57,728,812,822,946,253,769,829,286,364,361,256,390,371,502,812
426,52,489,314,949,679,644,338,527,149,516,897,753,639,23,799,277,172,691,641,820,316,272,586,583,956,826,80,992,342,799,445,305
881,818,116,233,912,983,731,357,500,243,998,208,860,70,736,330,16,990,385,539,578,302,339,998,157,610,510,177,924,831,246,675,257
514,726,618,870,907,231,718,972,591,423,884,628,767,671,880,53,798,829,480,896,261,505,988,0,80,186,740,836,30,33,424,518,32
545,272,30,833,952,344,344,158,794,142,753,308,928,320,600,83,636,988,924,22,805,134,335,316,741,201,598,487,248,219,113,350,355
26,911,178,912,722,73,298,122,268,36,203,235,502,110,335,235,145,417,180,991,701,253,896,151,727,419,47,936,223,387,572,187,232
864,510,616,942,632,620,335,619,821,446,523,387,812,38,7,734,278,237,1000,119,417,277,632,247,381,991,313,66,743,171,482,924,757
39,488,486,540,288,38,446,202,508,101,907,878,14,390,294,803,629,399,371,936,83,233,242,605,615,440,466,821,219,863,566,177,560
848,38,476,696,829,909,334,865,103,786,34,549,552,755,791,369,745,839,771,939,436,585,514,627,130,14,269,128,295,632,465,451,481
896,337,53,215,696,565,737,742,820,123,747,315,43,626,220,103,241,694,601,700,889,13,734,114,619,898,147,484,947,777,519,358,485
800,749,161,301,811,897,952,336,434,438,19,169,174,32,224,729,471,406,111,737,61,567,35,831,403,282,470,650,705,718,830,635,982
827,187,385,728,598,540,682,504,345,475,56,566,372,976,562,123,513,351,767,516,868,432,375,134,260,820,183,855,990,274,441,116,474
380,218,160,169,11,542,94,573,732,223,116,491,218,963,373,488,757,550,125,525,492,645,335,875,223,37,845,80,5,703,509,532,372
17,22,662,341,771,612,205,176,896,512,467,63,404,90,484,58,518,974,686,906,497,181,939,473,536,263,383,867,169,391,429,679,136
946,41,856,303,16,531,612,773,858,226,941,253,669,790,706,546,257,455,434,870,63,818,275,548,177,674,404,942,699,609,33,677,162
164,796,469,104,287,424,804,171,30,417,524,140,622,599,315,413,56,756,746,367,901,279,544,507,305,120,157,818,778,767,778,630,680
395,781,121,113,935,490,930,366,182,142,851,50,567,203,709,283,969,341,608,299,978,854,782,399,806,25,982,268,934,365,373,648,487
140,243,409,466,543,535,475,982,560,210,835,426,663,311,564,132,733,692,476,636,882,523,318,139,614,556,600,243,988,199,258,451,720
173,754,757,613,255,398,892,219,91,162,958,796,959,597,560,879,945,689,681,868,921,4,282,668,335,671,219,368,703,583,345,362,880
602,565,944,784,921,453,875,121,663,594,226,207,200,131,380,740,306,569,741,523,12,207,253,461,113,811,144,185,523,436,972,868,880
135,510,545,364,517,424,986,978,584,698,548,408,396,212,359,76,379,493,788,390,148,539,388,180,964,552,119,981,8,253,136,293,60
820,365,260,536,24,978,172,659,220,743,450,584,783,226,697,648,720,42,706,2,830,169,751,573,44,803,298,44,159,66,487,131,182
532,457,389,610,831,359,65,254,28,390,722,315,766,965,273,364,473,982,944,201,185,600,61,750,358,396,507,987,394,644,477,482,589
425,673,369,920,230,728,436,767,429,363,1000,960,237,263,499,598,994,211,72,730,119,340,143,603,105,475,880,654,117,979,147,847,621
398,219,231,623,566,78,607,496,647,947,735,514,454,623,719,658,272,532,17,314,905,286,666,839,703,612,316,577,738,548,89,586,35
86,210,532,118,611,95,682,879,991,510,927,890,627,319,78,834,746,229,839,253,947,346,793,12,461,901,651,12,948,589,28,654,434
426,596,345,464,254,443,128,467,388,280,915,433,439,653,980,561,875,181,363,196,297,106,620,863,117,793,380,839,5,592,828,184,201
361,332,801,367,336,204,508,358,817,529,345,465,886,937,99,128,663,798,97,178,852,659,106,623,911,78,37,694,949,913,410,824,594
448,127,496,745,427,834,489,454,174,326,814,139,554,109,81,586,171,821,877,528,935,990,31,18,77,583,582,21,492,366,403,894,122
49,109,918,509,601,249,313,899,763,900,88,289,238,585,920,177,995,230,348,50,226,795,642,375,247,858,521,497,15,759,419,749,757
365,257,862,100,526,840,153,651,595,975,380,899,713,969,435,472,439,283,885,333,544,104,407,199,811,939,793,363,258,638,190,8,493
260,271,417,596,87,328,388,622,46,755,490,368,762,494,508,709,12,797,439,8,561,622,239,387,39,100,483,526,231,791,796,889,665
544,526,684,90,755,692,903,55,121,253,843,707,750,889,496,299,146,230,628,777,920,222,186,225,390,575,64,580,386,432,897,457,979
169,848,199,4,589,124,317,373,671,539,696,604,930,284,902,89,988,772,215,389,886,414,451,333,597,634,193,637,242,493,609,663,859
487,468,150,365,823,294,271,167,113,220,434,165,244,153,717,931,535,491,606,952,824,313,191,86,514,76,469,385,754,580,399,734,31
220,163,641,936,228,377,317,211,508,351,32,380,925,177,742,951,756,128,140,803,171,937,275,98,308,978,605,602,780,53,10,775,803
907,597,473,605,920,706,184,27,904,317,410,386,10,782,453,879,442,99,103,724,428,710,896,734,684,730,752,329,531,617,612,86,530
342,613,356,297,662,35,759,126,269,892,842,384,544,184,898,898,536,554,431,200,361,917,321,200,919,240,248,217,453,221,562,932,721
652,897,795,573,795,1000,818,1000,950,168,133,75,445,890,677,335,910,72,264,253,902,80,427,332,775,260,379,62,636,206,619,681,932
369,966,111,820,739,962,705,349,811,495,419,971,889,873,304,611,285,634,713,717,664,140,983,103,311,326,265,791,498,124,911,220,224
122,200,263,420,905,976,396,112,578,178,794,961,650,246,847,684,710,208,582,603,979,527,501,832,365,101,991,98,772,338,128,179,377
120,917,455,377,234,913,570,156,239,477,342,876,993,451,78,132,493,749,626,965,14,574,318,955,774,642,997,687,946,60,529,692,688
270,94,711,640,188,684,340,754,724,74,692,636,299,658,948,140,233,251,987,167,119,895,759,629,152,677,515,439,901,394,356,745,938
558,663,885,503,782,137,10,416,223,269,586,387,266,744,183,904,409,761,516,544,575,526,325,5,931,41,805,635,723,265,984,550,217
43,263,220,44,954,664,747,327,424,239,112,903,467,530,48,92,221,530,35,812,707,34,452,659,232,766,146,596,464,6,776,90,709
992,818,413,615,107,379,176,11,914,970,71,707,6,789,7,268,830,206,169,808,31,638,435,903,470,796,969,592,317,193,475,620,438
919,417,674,264,785,22,689,288,400,440,605,475,252,145,592,658,37,177,682,450,177,952,718,231,276,151,245,214,323,983,370,536,994
77,711,115,631,548,777,455,895,797,378,976,451,779,907,753,583,388,848,61,142,688,538,307,213,260,271,13,716,340,402,398,204,222
109,860,968,770,703,387,237,435,292,784,40,32,498,99,799,514,393,9,956,717,528,856,755,199,680,228,870,44,87,953,543,149,966
855,259,723,455,668,137,430,898,178,814,103,138,545,988,405,81,977,477,170,496,59,66,224,111,807,50,76,266,509,776,402,810,743
12,678,142,74,98,945,908,252,518,109,778,676,913,127,943,992,577,809,988,874,958,440,680,414,141,175,597,420,329,401,522,100,288
818,900,916,914,133,284,180,383,353,799,864,56,419,868,957,858,127,751,705,975,996,18,448,130,178,230,6,287,24,909,896,479,972
230,346,284,857,940,732,737,335,617,924,616,842,116,196,358,786,644,763,771,881,424,714,262,992,700,46,449,278,798,771,379,81,160
452,347,452,477,836,238,915,249,358,425,559,659,807,4,686,299,447,14,926,644,462,850,147,208,270,557,502,257,551,887,474,496,782
604,539,290,725,711,359,265,188,372,64,993,938,130,405,811,734,41,532,894,588,705,862,62,791,672,130,325,677,694,482,812,799,843
414,674,106,293,776,606,259,526,724,181,370,705,511,158,841,373,283,675,590,216,93,917,477,252,36,674,553,786,756,300,448,872,813
155,189,626,691,665,581,914,160,408,179,517,984,570,2,278,7,460,748,884,685,175,757,132,782,497,698,665,848,794,581,780,661,65
332,488,953,129,849,57,832,430,410,411,355,423,64,579,22,584,215,418,906,738,757,105,79,189,452,678,358,751,925,686,918,928,492
755,202,20,7,111,990,163,261,580,607,77,559,21,237,965,335,612,650,404,868,589,83,913,399,304,512,563,411,916,976,736,676,670
729,562,419,902,667,485,36,840,229,316,508,117,997,478,737,585,618,982,292,358,474,947,968,563,962,89,928,101,923,599,42,765,676
905,726,367,965,595,491,333,951,316,953,365,816,658,658,348,217,377,301,312,763,610,655,355,651,586,460,209,806,635,218,989,742,837
673,305,330,356,115,242,939,34,114,472,801,792,394,612,511,146,8,418,50,414,931,926,977,255,278,623,748,95,406,125,985,261,269
2,812,57,532,458,540,488,707,760,117,794,572,398,873,152,107,579,20,36,70,70,116,288,956,143,658,902,210,491,629,429,971,490
151,728,93,894,53,146,551,226,804,19,167,402,554,189,116,720,327,955,778,311,781,60,877,272,419,359,725,2,370,614,574,493,211
167,890,898,420,620,215,146,389,155,398,809,698,779,399,463,22,259,395,664,857,501,744,129,532,993,649,950,936,868,196,151,928,722
338,363,378,184,243,471,703,476,455,276,484,457,163,771,271,446,486,601,337,81,838,640,589,568,562,470,706,542,524,876,698,892,659
153,914,742,982,725,250,415,585,779,395,688,329,851,254,914,922,548,597,834,773,811,186,364,371,921,911,2,169,495,801,319,778,854
530,857,328,81,889,305,854,621,130,955,220,649,294,107,11,317,30,865,254,483,638,422,632,510,808,309,244,16,336,390,708,999,417
25,506,191,916,99,204,597,130,922,430,548,84,481,538,500,560,778,438,222,621,471,269,55,641,232,73,423,96,207,730,350,686,132
632,21,852,565,241,529,620,3,154,701,396,570,769,334,573,310,557,799,267,704,163,379,561,651,443,462,262,701,72,616,252,703,755
341,664,84,742,490,51,365,992,367,696,446,214,876,697,711,347,553,614,480,164,137,111,23,585,905,652,576,929,631,662,399,297,408
804,121,449,542,876,459,497,186,60,303,281,677,471,636,672,189,667,522,776,347,66,956,341,886,111,695,722,971,348,834,897,701,310
358,988,965,196,253,336,701,565,694,896,283,283,325,321,483,425,800,425,794,707,151,692,865,725,801,984,668,17,284,934,873,204,299
175,830,41,945,956,154,526,889,880,972,744,932,858,89,40,563,591,738,276,488,515,192,790,7,960,634,573,150,96,745,530,196,568
329,458,727,703,684,73,724,577,983,757,657,372,51,119,799,116,960,308,317,131,604,81,125,236,419,925,659,683,273,629,991,271,357
